UserID,Academic_Major,Deep_Work_Hours,Doomscrolling_Hours,Sleep_Duration,Reported_Stress_Level,Mental_Fatigue_Score
U01064,BTech,9.5,3.8,9.3,7,Severe
U01065,BBA,1.1,0.8,9.1,3,Low
U01066,BBA,7.2,3.4,6.1,8,Severe
U01067,Arts,3.2,1.1,5.4,7,Moderate
U01068,BCA,4.6,2.1,4.3,2,Severe
U01069,BBA,4.3,7.7,7.4,9,Severe
U01070,Arts,1.9,4.0,4.3,6,Moderate
U01071,Arts,5.4,6.4,4.2,7,Severe
U01072,BTech,4.7,4.1,8.9,9,Low
U01073,Arts,6.6,4.6,7.3,2,Low
U01074,BBA,9.9,7.6,5.0,7,Severe
U01075,Arts,7.4,5.0,9.2,1,Severe
U01076,BTech,1.8,6.1,7.3,1,Severe
U01077,BCA,3.2,3.8,4.8,7,Severe
U01078,BCA,6.1,4.2,8.1,2,Moderate
U01079,BTech,7.0,6.2,5.3,1,Low
U01080,BBA,2.1,0.6,7.4,4,Severe
U01081,BTech,6.2,7.8,9.6,6,Moderate
U01082,BCA,3.1,6.3,8.1,4,Moderate
U01083,BTech,8.6,3.0,8.8,1,Moderate
U01084,BBA,4.5,2.3,4.3,2,Moderate
U01085,BCA,4.6,3.8,6.0,2,Low
U01086,Arts,7.7,2.1,8.8,2,Low
U01087,Arts,0.3,2.0,9.9,4,Low
U01088,BTech,6.3,4.6,8.7,10,Moderate
U01089,Arts,7.9,1.4,4.9,5,Low
U01090,BCA,3.5,2.3,9.2,1,Moderate
U01091,Arts,5.9,4.0,4.7,9,Low
U01092,BTech,5.2,6.4,7.3,1,Severe
U01093,Arts,4.0,0.1,4.2,1,Low
U01094,BCA,2.1,7.6,6.9,1,Moderate
U01095,BCA,4.4,5.3,6.4,6,Moderate
U01096,Arts,1.6,3.8,8.6,4,Low
U01097,Arts,7.4,5.4,8.8,5,Severe
U01098,BCA,7.7,3.2,6.4,9,Moderate
U01099,BCA,4.4,6.4,4.1,2,Moderate
U01100,BBA,4.8,4.6,8.9,2,Moderate
U01101,Arts,6.7,1.6,6.6,10,Severe
U01102,BTech,1.0,0.2,9.2,2,Low
U01103,BCA,1.2,5.8,5.9,7,Severe
U01104,BTech,5.6,5.2,5.5,4,Severe
U01105,BCA,4.5,3.7,4.8,4,Low
U01106,BTech,9.5,1.9,9.4,7,Low
U01107,Arts,4.2,3.6,8.9,1,Severe
U01108,Arts,5.3,0.0,8.2,3,Low
U01109,BTech,4.5,0.6,4.1,1,Severe
U01110,Arts,8.8,6.5,7.7,6,Moderate
U01111,BCA,8.2,6.8,6.9,1,Severe
U01112,Arts,4.0,6.0,5.4,7,Severe
U01113,Arts,7.6,3.4,5.3,4,Moderate
U01114,BCA,4.6,6.9,8.8,2,Low
U01115,Arts,9.3,0.5,9.3,6,Moderate
U01116,BTech,6.2,3.8,8.5,1,Severe
U01117,BCA,9.0,7.5,5.5,3,Severe
U01118,BBA,1.6,4.2,9.4,9,Moderate
U01119,BBA,8.8,1.1,5.9,10,Moderate
U01120,Arts,8.5,2.6,4.4,1,Severe
U01121,BBA,8.1,2.8,4.6,5,Severe
U01122,BCA,0.6,2.6,4.4,10,Severe
U01123,BTech,8.3,2.4,6.6,5,Low
U01124,BBA,4.2,1.0,9.8,9,Low
U01125,Arts,9.4,1.6,7.8,1,Moderate
U01126,BTech,0.5,4.4,5.1,7,Severe
U01127,BBA,7.9,0.1,6.6,4,Moderate
U01128,BCA,9.1,4.7,8.9,3,Severe
U01129,BBA,0.6,6.9,4.8,8,Moderate
U01130,BTech,7.8,0.5,7.8,6,Low
U01131,BBA,5.0,3.2,7.1,7,Low
U01132,Arts,9.0,4.6,9.7,3,Low
U01133,BCA,4.1,2.0,8.1,10,Low
U01134,BBA,0.8,6.0,9.4,10,Severe
U01135,BCA,8.2,6.6,9.8,4,Moderate
U01136,BCA,7.6,3.4,9.4,4,Low
U01137,Arts,0.5,6.4,8.9,6,Moderate
U01138,BBA,0.8,7.9,6.1,5,Severe
U01139,BCA,8.5,4.2,6.1,5,Severe
U01140,BCA,8.8,6.6,6.8,8,Moderate
U01141,BCA,3.6,5.3,9.1,4,Moderate
U01142,BTech,0.5,3.5,7.0,5,Low
U01143,BTech,8.2,5.3,9.6,6,Moderate
U01144,Arts,1.5,1.3,9.3,7,Low
U01145,Arts,3.2,0.7,6.9,4,Low
U01146,BTech,7.4,2.3,6.6,3,Low
U01147,BTech,7.4,6.3,5.1,3,Severe
U01148,Arts,2.4,1.9,6.6,5,Moderate
U01149,BBA,4.8,7.4,8.1,9,Moderate
U01150,BCA,7.4,4.1,7.4,2,Moderate
U01151,BBA,6.4,1.9,4.2,10,Severe
U01152,BTech,2.9,4.7,8.1,6,Moderate
U01153,Arts,8.5,1.2,8.8,7,Moderate
U01154,BBA,2.1,0.5,6.7,9,Severe
U01155,Arts,6.4,0.7,9.5,9,Moderate
U01156,BBA,7.1,4.1,7.2,1,Moderate
U01157,BBA,5.6,6.2,7.6,3,Moderate
U01158,BBA,5.8,1.0,4.9,6,Severe
U01159,BCA,6.1,5.3,4.2,1,Low
U01160,Arts,6.6,1.2,9.7,6,Moderate
U01161,BCA,8.2,6.6,6.1,9,Moderate
U01162,BTech,4.3,1.8,9.1,2,Moderate
U01163,BBA,3.2,1.7,4.8,5,Severe
U01164,Arts,5.5,7.9,5.7,2,Moderate
U01165,BBA,3.0,3.8,5.5,6,Severe
U01166,Arts,0.1,6.6,6.5,10,Severe
U01167,BCA,0.9,5.8,6.8,4,Severe
U01168,Arts,3.5,2.1,4.4,1,Moderate
U01169,BTech,4.4,0.2,8.1,8,Low
U01170,BCA,0.0,1.7,4.2,6,Severe
U01171,BTech,5.9,1.1,7.3,5,Severe
U01172,BTech,3.3,1.3,4.7,10,Moderate
U01173,BCA,9.1,4.4,6.2,6,Low
U01174,BCA,5.5,6.3,8.6,7,Moderate
U01175,Arts,3.4,1.7,4.7,7,Moderate
U01176,BCA,5.5,6.0,9.5,10,Moderate
U01177,BTech,9.0,1.5,8.4,8,Moderate
U01178,Arts,5.8,2.3,8.0,10,Moderate
U01179,Arts,1.5,6.4,9.1,4,Moderate
U01180,Arts,1.2,2.0,4.1,2,Severe
U01181,BTech,2.3,7.0,4.9,7,Severe
U01182,BBA,3.5,6.6,6.6,9,Severe
U01183,BBA,4.5,7.3,7.9,8,Severe
U01184,BTech,3.7,5.4,4.2,2,Severe
U01185,BBA,8.0,3.8,7.1,10,Low
U01186,BBA,4.4,6.0,8.9,5,Severe
U01187,BCA,8.0,8.0,7.2,1,Severe
U01188,Arts,3.0,7.0,7.5,1,Moderate
U01189,Arts,6.2,1.8,9.6,1,Low
U01190,BCA,4.8,5.9,8.6,1,Low
U01191,BCA,3.1,2.1,9.4,8,Moderate
U01192,BCA,1.9,7.2,6.7,7,Severe
U01193,Arts,6.6,1.2,9.6,6,Low
U01194,BCA,6.9,2.0,9.0,3,Moderate
U01195,Arts,8.0,3.4,6.0,10,Moderate
U01196,Arts,8.4,3.4,9.9,8,Moderate
U01197,Arts,7.2,1.5,8.2,9,Low
U01198,BTech,9.8,7.7,9.1,8,Severe
U01199,BTech,9.1,3.3,6.6,10,Severe
U01200,BCA,0.3,1.1,6.0,8,Low
U01201,BCA,9.1,0.7,9.8,9,Low
U01202,BBA,1.7,1.3,8.7,7,Moderate
U01203,Arts,4.3,2.4,8.8,3,Severe
U01204,Arts,9.8,2.7,5.9,6,Low
U01205,BTech,1.5,0.1,4.4,9,Severe
U01206,BBA,1.1,5.5,8.3,8,Severe
U01207,BCA,9.6,5.0,9.8,3,Low
U01208,BCA,7.5,4.2,7.7,10,Low
U01209,BBA,2.2,4.2,6.8,8,Moderate
U01210,BCA,1.7,7.7,8.5,10,Moderate
U01211,BCA,7.0,6.8,8.0,10,Moderate
U01212,Arts,7.2,6.5,7.2,3,Severe
U01213,BTech,1.2,1.2,5.9,5,Severe
U01214,BTech,8.3,6.4,8.9,10,Low
U01215,BCA,9.9,7.6,7.7,7,Moderate
U01216,BTech,4.8,5.1,7.4,4,Severe
U01217,BBA,3.4,2.3,7.5,4,Moderate
U01218,BTech,7.0,6.2,5.6,6,Severe
U01219,BBA,5.9,0.4,7.7,4,Moderate
U01220,BBA,3.8,4.1,5.0,3,Severe
U01221,BCA,5.8,1.3,9.8,2,Low
U01222,BCA,6.6,2.8,8.8,1,Moderate
U01223,Arts,0.6,0.3,4.4,7,Moderate
U01224,Arts,5.1,5.5,5.4,2,Severe
U01225,Arts,1.2,6.4,4.1,10,Moderate
U01226,Arts,5.9,6.5,9.9,6,Low
U01227,BCA,6.4,1.1,8.8,1,Low
U01228,BBA,9.4,6.8,9.3,5,Moderate
U01229,BBA,6.1,5.6,5.7,1,Severe
U01230,BCA,4.1,4.2,8.3,4,Moderate
U01231,Arts,5.5,5.4,4.4,4,Severe
U01232,BBA,2.3,7.7,7.0,8,Moderate
U01233,BBA,5.5,5.8,4.3,10,Severe
U01234,Arts,1.0,4.2,5.5,1,Moderate
U01235,BTech,2.7,2.4,6.2,3,Moderate
U01236,BTech,0.5,3.2,5.0,5,Moderate
U01237,Arts,0.8,1.6,7.3,8,Moderate
U01238,BBA,0.3,6.4,5.4,9,Severe
U01239,BCA,9.7,2.5,6.8,6,Moderate
U01240,BTech,8.4,3.4,5.5,5,Moderate
U01241,BTech,5.8,7.5,4.2,3,Severe
U01242,Arts,3.0,6.0,8.3,4,Low
U01243,BTech,5.3,4.9,8.9,1,Moderate
U01244,BCA,6.6,4.1,4.4,1,Moderate
U01245,BCA,2.6,5.3,5.9,1,Severe
U01246,BBA,8.8,0.7,7.7,1,Moderate
U01247,BCA,4.8,2.4,4.9,9,Severe
U01248,BBA,4.3,3.0,7.1,6,Moderate
U01249,BTech,0.2,7.1,4.3,9,Severe
U01250,BBA,8.4,4.6,8.9,7,Moderate
U01251,BTech,6.8,1.9,4.1,8,Moderate
U01252,BCA,0.1,1.7,6.9,2,Moderate
U01253,Arts,3.6,2.4,7.4,8,Moderate
U01254,BTech,9.7,5.7,7.8,2,Severe
U01255,Arts,7.0,6.6,9.9,1,Low
U01256,Arts,6.6,5.2,5.3,10,Severe
U01257,BCA,9.1,1.8,5.2,5,Severe
U01258,BCA,6.8,4.7,7.1,1,Severe
U01259,Arts,6.3,0.3,6.7,10,Low
U01260,BTech,8.2,2.3,8.2,7,Moderate
U01261,BCA,4.1,3.3,4.5,6,Severe
U01262,BBA,5.5,6.0,6.7,8,Moderate
U01263,BCA,5.9,7.9,8.8,9,Moderate
U01264,BBA,5.9,0.6,7.0,8,Moderate
U01265,BCA,7.7,0.8,6.4,5,Moderate
U01266,BBA,9.1,5.6,4.5,8,Moderate
U01267,BTech,3.4,4.2,4.4,5,Low
U01268,BTech,4.8,7.9,7.2,9,Severe
U01269,BCA,0.8,1.6,6.0,3,Severe
U01270,BBA,8.0,3.7,4.4,2,Severe
U01271,BTech,6.3,5.7,8.7,9,Low
U01272,BTech,4.1,4.3,8.9,7,Severe
U01273,BCA,6.2,3.0,7.0,7,Low
U01274,BTech,7.7,4.0,5.7,10,Severe
U01275,BCA,6.9,0.8,6.3,2,Moderate
U01276,BTech,9.4,3.2,9.4,8,Low
U01277,BCA,6.2,3.6,9.1,8,Moderate
U01278,BTech,7.6,3.7,6.8,7,Moderate
U01279,BTech,3.9,7.7,7.7,1,Low
U01280,BBA,3.0,7.2,6.3,3,Severe
U01281,Arts,3.3,1.1,5.0,1,Moderate
U01282,BCA,0.4,2.5,8.4,7,Severe
U01283,BTech,4.1,5.3,4.0,10,Severe
U01284,BCA,6.2,7.8,5.0,3,Low
U01285,Arts,0.3,5.8,8.3,5,Severe
U01286,BTech,7.5,1.2,6.7,10,Low
U01287,BBA,4.8,1.3,6.7,2,Moderate
U01288,BCA,7.2,6.0,7.5,8,Severe
U01289,BBA,4.9,3.1,8.1,8,Moderate
U01290,BBA,0.8,0.8,7.9,3,Low
U01291,BTech,4.9,7.0,4.0,1,Severe
U01292,BBA,2.2,5.3,9.2,3,Moderate
U01293,BTech,3.0,3.5,6.8,4,Moderate
U01294,BCA,5.4,7.7,7.2,5,Moderate
U01295,BBA,6.0,0.7,9.7,4,Low
U01296,BBA,5.9,3.0,9.2,8,Low
U01297,Arts,3.2,7.8,8.1,6,Moderate
U01298,Arts,8.5,1.6,7.0,2,Low
U01299,BBA,6.3,1.7,6.6,7,Moderate
U01300,BBA,7.0,5.5,8.3,4,Low
U01301,BBA,9.6,6.7,6.9,2,Severe
U01302,Arts,7.2,1.9,8.0,5,Low
U01303,Arts,0.6,7.2,10.0,10,Low
U01304,BBA,2.0,5.6,7.4,5,Moderate
U01305,BBA,8.3,0.8,8.3,1,Severe
U01306,BCA,3.1,5.0,4.6,1,Severe
U01307,BBA,6.0,5.0,7.4,7,Severe
U01308,Arts,4.6,7.4,6.3,7,Low
U01309,BTech,8.8,5.6,7.4,10,Severe
U01310,BCA,2.4,7.9,4.9,6,Severe
U01311,BTech,7.3,5.6,5.9,2,Severe
U01312,BTech,7.7,0.1,5.1,2,Low
U01313,BCA,1.2,7.0,6.2,7,Moderate
U01314,BTech,3.4,4.6,4.2,9,Low
U01315,Arts,1.4,3.1,4.9,2,Moderate
U01316,BTech,4.7,0.7,8.8,9,Low
U01317,Arts,5.3,5.4,9.5,8,Moderate
U01318,BTech,2.3,4.4,9.2,7,Moderate
U01319,BTech,8.7,4.8,9.0,6,Moderate
U01320,BBA,3.0,1.0,5.0,1,Severe
U01321,BCA,1.8,6.7,10.0,4,Moderate
U01322,BBA,4.9,2.2,8.3,5,Low
U01323,BTech,6.3,5.6,4.9,9,Severe
U01324,BBA,0.3,3.7,7.5,3,Moderate
U01325,Arts,6.4,1.9,5.7,3,Severe
U01326,BTech,1.2,8.0,7.5,2,Moderate
U01327,Arts,3.4,1.9,7.4,1,Severe
U01328,BTech,9.7,4.8,4.8,8,Moderate
U01329,BTech,8.1,4.6,9.7,1,Moderate
U01330,BTech,3.2,3.8,9.9,10,Severe
U01331,BBA,3.3,6.7,8.4,7,Moderate
U01332,BCA,3.6,5.1,5.9,1,Severe
U01333,BTech,5.0,5.8,7.0,10,Severe
U01334,Arts,8.2,6.9,5.6,4,Severe
U01335,BBA,6.6,1.0,6.7,9,Low
U01336,BCA,9.0,5.0,8.8,2,Moderate
U01337,BCA,9.4,7.2,8.5,8,Moderate
U01338,Arts,5.5,3.4,6.4,7,Moderate
U01339,BBA,0.9,0.2,7.6,5,Moderate
U01340,Arts,8.9,6.8,4.8,6,Severe
U01341,BBA,1.0,2.4,9.8,4,Moderate
U01342,BCA,6.0,1.0,5.1,5,Moderate
U01343,BTech,7.6,7.5,9.9,6,Low
U01344,BTech,1.9,5.8,8.9,6,Low
U01345,BCA,9.5,3.2,8.7,3,Moderate
U01346,BTech,1.2,6.2,5.4,8,Severe
U01347,BBA,7.0,7.2,8.1,9,Low
U01348,BTech,8.1,1.7,4.1,8,Moderate
U01349,BCA,3.6,0.9,8.3,1,Low
U01350,BBA,8.6,7.4,6.1,4,Moderate
U01351,BCA,8.9,6.1,6.7,5,Moderate
U01352,BTech,5.7,4.6,6.2,6,Severe
U01353,BCA,1.7,5.2,8.9,3,Moderate
U01354,BBA,9.8,1.5,8.2,2,Low
U01355,BCA,6.1,6.9,9.4,5,Low
U01356,BBA,1.9,0.8,9.6,8,Low
U01357,BCA,0.8,5.5,9.6,9,Moderate
U01358,BBA,7.6,6.0,5.0,6,Severe
U01359,Arts,9.0,7.8,9.3,6,Moderate
U01360,BTech,0.8,1.8,6.0,3,Moderate
U01361,BCA,5.0,2.4,9.0,3,Low
U01362,BTech,9.4,3.5,6.4,4,Moderate
U01363,BCA,9.5,2.5,4.8,10,Low
U01364,BCA,3.1,1.0,6.2,1,Low
U01365,BCA,2.0,2.3,7.2,5,Moderate
U01366,BBA,2.6,1.4,8.2,10,Moderate
U01367,BTech,7.3,0.2,6.1,2,Moderate
U01368,BBA,5.3,3.9,7.4,6,Moderate
U01369,BTech,1.7,1.6,7.5,3,Low
U01370,BBA,1.2,5.8,9.8,8,Moderate
U01371,BBA,3.8,5.8,4.2,3,Severe
U01372,Arts,7.7,2.7,4.5,1,Low
U01373,BBA,7.5,6.8,5.2,7,Moderate
U01374,BCA,7.8,7.8,7.4,9,Moderate
U01375,Arts,7.8,4.5,6.0,9,Severe
U01376,BTech,4.3,7.5,8.9,7,Severe
U01377,BTech,8.0,0.9,8.4,2,Low
U01378,Arts,4.1,4.5,8.8,6,Low
U01379,Arts,1.9,6.2,7.3,7,Moderate
U01380,BCA,6.5,3.3,9.7,2,Moderate
U01381,BCA,5.1,0.9,6.9,9,Severe
U01382,BTech,3.7,1.7,7.6,5,Low
U01383,Arts,4.9,2.4,9.3,6,Moderate
U01384,BTech,6.3,1.5,6.7,1,Low
U01385,BCA,0.9,3.1,7.7,1,Severe
U01386,Arts,9.9,1.7,4.0,4,Severe
U01387,BBA,3.5,6.8,7.9,8,Moderate
U01388,BBA,3.2,3.6,5.0,6,Severe
U01389,BCA,5.9,2.7,4.8,10,Low
U01390,BTech,6.8,2.0,6.9,9,Moderate
U01391,BCA,1.9,6.4,8.6,3,Moderate
U01392,Arts,5.3,1.6,6.5,10,Low
U01393,BCA,6.5,7.2,5.0,10,Severe
U01394,BBA,8.4,6.8,8.4,7,Moderate
U01395,BCA,1.3,7.1,6.9,6,Low
U01396,Arts,5.2,1.5,8.2,8,Low
U01397,BTech,3.6,7.0,7.2,4,Low
U01398,Arts,3.8,0.1,4.1,2,Moderate
U01399,BBA,1.8,4.5,5.7,5,Severe
U01400,Arts,1.2,1.7,9.9,3,Low
U01401,BTech,0.1,2.9,4.7,8,Low
U01402,BTech,1.0,5.1,6.8,2,Severe
U01403,BBA,5.0,5.2,7.7,7,Moderate
U01404,Arts,9.4,7.0,5.9,7,Severe
U01405,BBA,4.6,7.9,6.1,6,Low
U01406,Arts,0.7,0.3,7.7,10,Low
U01407,BCA,5.9,0.2,5.9,4,Moderate
U01408,BCA,1.8,2.9,4.5,1,Severe
U01409,BCA,6.9,3.9,9.9,10,Moderate
U01410,BBA,5.8,1.3,5.6,5,Moderate
U01411,BTech,1.0,3.4,5.9,4,Moderate
U01412,BCA,6.8,3.7,4.7,6,Moderate
U01413,Arts,7.2,5.6,4.4,5,Severe
U01414,BCA,8.9,2.9,6.7,1,Moderate
U01415,Arts,8.5,1.4,9.3,9,Low
U01416,BTech,3.7,7.5,6.4,8,Low
U01417,Arts,0.7,4.4,5.2,7,Severe
U01418,BTech,3.1,3.8,6.5,5,Low
U01419,Arts,2.9,5.1,5.3,3,Moderate
U01420,BBA,3.9,7.6,7.3,2,Low
U01421,BCA,5.8,7.9,7.1,3,Severe
U01422,BTech,4.1,7.4,4.8,4,Severe
U01423,Arts,4.9,5.0,6.1,6,Moderate
U01424,Arts,7.9,5.6,8.5,3,Moderate
U01425,BBA,10.0,1.9,7.1,4,Low
U01426,BTech,9.0,1.3,6.0,9,Severe
U01427,BCA,3.8,4.4,4.3,5,Low
U01428,Arts,2.2,1.7,4.4,4,Severe
U01429,BTech,9.9,2.2,8.8,10,Severe
U01430,BTech,0.8,1.1,6.0,9,Low
U01431,BBA,3.1,0.5,5.5,3,Low
U01432,BCA,3.2,3.1,6.5,5,Moderate
U01433,BTech,6.6,5.5,5.1,7,Moderate
U01434,BTech,4.1,4.5,4.1,4,Severe
U01435,BBA,8.8,4.1,6.1,2,Severe
U01436,Arts,2.0,5.7,8.8,10,Moderate
U01437,BBA,5.5,0.0,4.9,5,Severe
U01438,BBA,0.7,1.5,9.9,7,Low
U01439,BTech,8.5,7.9,5.7,8,Moderate
U01440,BBA,8.0,4.4,6.7,2,Severe
U01441,Arts,7.6,3.7,6.3,6,Low
U01442,BCA,8.7,5.4,5.3,3,Severe
U01443,BBA,0.1,0.5,4.9,1,Severe
U01444,BBA,8.8,6.1,5.6,7,Moderate
U01445,BCA,3.9,3.4,5.9,3,Moderate
U01446,BBA,2.8,1.3,5.1,1,Moderate
U01447,BTech,3.8,6.7,8.1,10,Moderate
U01448,BCA,8.0,4.8,8.4,3,Moderate
U01449,BBA,8.6,3.8,8.7,10,Moderate
U01450,Arts,7.8,0.9,5.6,4,Low
U01451,BBA,6.0,6.4,4.7,1,Severe
U01452,BTech,4.8,5.9,4.1,9,Severe
U01453,BBA,3.9,5.6,8.2,1,Severe
U01454,BBA,1.8,6.1,9.0,6,Low
U01455,BCA,4.5,3.7,6.5,5,Low
U01456,BTech,0.0,4.4,5.9,6,Severe
U01457,BBA,0.9,1.1,6.2,5,Moderate
U01458,BCA,1.7,6.8,8.7,1,Severe
U01459,BTech,5.7,2.9,7.4,1,Moderate
U01460,BCA,1.7,7.9,5.3,1,Low
U01461,BBA,6.1,5.5,7.5,8,Low
U01462,BBA,2.4,5.7,9.1,5,Severe
U01463,BTech,2.2,0.4,9.9,8,Moderate
U01464,Arts,4.4,3.3,6.5,8,Moderate
U01465,Arts,2.5,4.9,9.4,5,Severe
U01466,BCA,9.5,2.8,6.4,9,Low
U01467,BCA,2.4,6.2,9.4,4,Moderate
U01468,BBA,8.1,5.9,8.7,3,Low
U01469,BBA,6.4,4.3,9.2,8,Moderate
U01470,BCA,9.3,1.2,7.6,10,Severe
U01471,BTech,9.4,7.4,7.0,2,Severe
U01472,Arts,8.4,7.5,6.7,6,Moderate
U01473,BBA,2.8,0.0,7.3,1,Low
U01474,BCA,9.1,5.9,9.7,3,Severe
U01475,BTech,7.6,0.1,9.0,1,Low
U01476,Arts,6.8,0.4,9.5,3,Low
U01477,BBA,3.1,0.1,6.2,8,Moderate
U01478,Arts,7.4,4.0,6.5,6,Low
U01479,Arts,5.2,3.8,6.9,4,Severe
U01480,Arts,8.6,4.1,4.5,5,Severe
U01481,BTech,4.9,2.2,6.6,8,Moderate
U01482,Arts,0.9,2.5,9.3,7,Low
U01483,BBA,0.3,2.7,8.3,6,Low
U01484,BBA,1.7,6.1,7.0,10,Low
U01485,BCA,1.7,0.1,7.2,5,Low
U01486,BCA,0.7,5.3,6.1,5,Severe
U01487,BCA,0.6,5.0,5.7,6,Low
U01488,BCA,7.0,3.4,6.9,6,Severe
U01489,BCA,9.3,7.6,5.9,2,Moderate
U01490,BCA,5.9,2.0,5.5,5,Moderate
U01491,BBA,1.6,4.5,7.4,2,Moderate
U01492,Arts,1.4,6.6,7.3,10,Moderate
U01493,BBA,5.8,3.9,7.1,3,Moderate
U01494,BCA,8.1,5.1,5.6,2,Severe
U01495,BBA,4.6,0.6,6.8,10,Severe
U01496,BTech,3.8,6.0,9.0,7,Moderate
U01497,BTech,7.0,6.4,6.2,4,Moderate
U01498,Arts,0.9,5.8,6.4,8,Severe
U01499,BTech,5.6,4.9,7.6,7,Low
U01500,BCA,5.6,7.5,7.7,7,Severe
U01501,Arts,1.9,5.3,7.9,2,Moderate
U01502,BTech,0.5,7.1,7.4,9,Severe
U01503,BCA,3.0,5.4,7.4,3,Moderate
U01504,BTech,3.1,3.9,4.6,1,Severe
U01505,BCA,5.0,4.1,6.3,5,Moderate
U01506,Arts,5.8,3.2,4.3,7,Low
U01507,BTech,9.6,1.6,5.1,9,Severe
U01508,Arts,3.4,5.1,7.9,6,Severe
U01509,Arts,7.2,1.5,5.8,8,Moderate
U01510,Arts,3.7,7.2,6.0,3,Low
U01511,Arts,8.8,6.3,7.6,9,Moderate
U01512,BTech,7.4,4.0,5.8,1,Moderate
U01513,BCA,0.7,0.9,5.9,7,Moderate
U01514,BTech,7.5,5.7,8.2,9,Severe
U01515,BBA,5.3,6.2,8.7,1,Severe
U01516,BTech,3.9,0.3,5.9,7,Severe
U01517,BTech,7.4,0.8,4.0,3,Moderate
U01518,Arts,9.3,5.4,9.0,8,Severe
U01519,BTech,8.2,7.3,8.0,2,Severe
U01520,Arts,3.1,5.4,7.0,2,Low
U01521,BTech,7.8,3.7,6.1,3,Moderate
U01522,BTech,7.3,4.9,7.8,10,Moderate
U01523,BCA,3.5,1.8,9.5,8,Low
U01524,BCA,8.1,0.6,9.4,9,Moderate
U01525,BCA,5.7,4.8,5.3,8,Moderate
U01526,BCA,3.3,7.6,5.9,10,Severe
U01527,BCA,3.8,1.0,6.8,4,Moderate
U01528,Arts,4.9,1.7,4.1,3,Severe
U01529,BCA,5.7,8.0,8.5,8,Moderate
U01530,BTech,2.7,4.6,5.9,7,Severe
U01531,BCA,4.0,2.8,7.9,5,Low
U01532,BCA,1.2,2.4,8.0,10,Moderate
U01533,Arts,9.9,1.5,6.5,10,Moderate
U01534,BBA,8.0,3.1,5.9,3,Moderate
U01535,BTech,8.0,6.5,4.9,6,Severe
U01536,BCA,6.3,4.0,7.8,8,Moderate
U01537,BCA,1.0,8.0,9.7,5,Low
U01538,BCA,9.7,2.4,4.7,10,Moderate
U01539,BBA,8.2,6.9,8.3,2,Moderate
U01540,Arts,8.1,2.6,9.4,4,Low
U01541,Arts,0.2,0.3,8.0,6,Low
U01542,BBA,1.2,5.9,6.1,8,Moderate
U01543,BCA,2.2,2.4,9.2,3,Low
U01544,Arts,7.3,4.4,5.5,5,Severe
U01545,Arts,8.4,2.8,8.3,8,Moderate
U01546,BTech,1.2,6.2,9.5,2,Severe
U01547,BCA,4.9,4.2,6.9,4,Moderate
U01548,BTech,3.6,3.6,9.1,4,Low
U01549,Arts,1.0,4.8,9.3,4,Moderate
U01550,Arts,1.2,6.7,7.4,5,Moderate
U01551,BTech,9.6,6.7,8.2,8,Moderate
U01552,Arts,9.6,0.6,7.8,7,Low
U01553,Arts,3.2,6.4,8.4,5,Moderate
U01554,BBA,9.2,5.1,4.4,2,Severe
U01555,BCA,8.3,2.7,7.8,6,Moderate
U01556,BBA,6.6,7.1,4.1,5,Low
U01557,BTech,1.0,3.7,6.3,4,Moderate
U01558,Arts,7.7,6.4,6.4,2,Moderate
U01559,BBA,8.6,1.6,4.0,3,Severe
U01560,BBA,2.0,1.7,7.2,1,Moderate
U01561,BCA,8.4,6.7,9.4,10,Moderate
U01562,Arts,0.5,5.7,4.2,6,Severe
U01563,BCA,2.1,3.6,6.2,9,Moderate
U01564,Arts,4.9,1.8,6.5,1,Moderate
U01565,BTech,3.6,2.8,7.9,6,Moderate
U01566,BBA,7.2,4.9,5.2,6,Low
U01567,BTech,7.2,7.6,7.1,2,Severe
U01568,BTech,2.1,0.7,4.5,1,Moderate
U01569,BTech,1.4,7.8,4.1,6,Moderate
U01570,Arts,0.5,1.7,7.1,8,Severe
U01571,BBA,2.3,4.9,7.5,4,Moderate
U01572,BCA,7.3,2.2,8.9,2,Moderate
U01573,BBA,8.5,4.7,4.7,7,Moderate
U01574,BTech,0.5,2.5,8.9,6,Low
U01575,BBA,2.6,6.7,6.3,6,Moderate
U01576,BCA,1.4,5.6,7.3,8,Severe
U01577,BBA,3.8,4.6,9.4,1,Severe
U01578,BTech,9.1,3.3,6.1,8,Low
U01579,Arts,6.0,1.3,8.0,5,Low
U01580,BCA,2.1,2.5,8.1,9,Moderate
U01581,BCA,7.2,4.9,4.7,4,Moderate
U01582,BTech,3.3,0.9,9.9,1,Low
U01583,Arts,7.9,7.9,5.9,10,Low
U01584,BBA,5.9,3.0,7.6,4,Moderate
U01585,BTech,7.1,1.5,9.4,10,Low
U01586,BBA,4.4,1.6,7.4,10,Moderate
U01587,BCA,3.4,1.0,5.8,2,Moderate
U01588,BCA,7.1,4.8,6.7,10,Moderate
U01589,BCA,3.9,5.1,8.2,8,Moderate
U01590,BTech,0.8,5.1,5.7,9,Moderate
U01591,BBA,8.0,2.7,7.9,3,Moderate
U01592,BBA,2.7,6.5,7.6,9,Severe
U01593,BCA,3.4,0.4,7.9,10,Moderate
U01594,Arts,1.5,2.7,8.2,7,Moderate
U01595,BCA,0.9,2.7,7.3,1,Moderate
